trait,target_island,target_island_name,repeat,repeat_seed,method,weight_scheme,n_components,ringnr,ringnumber,source_island,source_island_name,rank,avg_grm,weight
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19505,8L19505,3,Selvær,1122,0.0038641367414841425,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19506,8L19506,3,Selvær,2283,0.0006742417742743255,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19540,8L19540,3,Selvær,225,0.009737206527686155,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19549,8L19549,8,Lovund,2946,-0.0013614658829978594,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19556,8L19556,8,Lovund,1089,0.003943834640501889,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19559,8L19559,8,Lovund,2307,0.000603488944507972,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19568,8L19568,3,Selvær,386,0.007663857796795563,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19569,8L19569,3,Selvær,1432,0.0029295253203451815,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19578,8L19578,8,Lovund,1991,0.0014511024256028588,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19595,8L19595,3,Selvær,2278,0.0006805490331382665,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19596,8L19596,2,Træna,2759,-0.0007155277041876083,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19610,8L19610,9,Sleneset,1715,0.0021967259838949612,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19624,8L19624,9,Sleneset,2914,-0.001232588821337922,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19633,8L19633,2,Træna,3352,-0.003181079009346707,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19656,8L19656,3,Selvær,293,0.00871059174806123,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19661,8L19661,2,Træna,760,0.005254200028037176,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19663,8L19663,7,Onøy og Lurøy,900,0.004628754553364134,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19666,8L19666,7,Onøy og Lurøy,1555,0.002609226564861683,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19688,8L19688,3,Selvær,1904,0.0016458485597279718,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19693,8L19693,2,Træna,2706,-0.0005516624241900608,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19722,8L19722,6,Indre Kvarøy,1568,0.0025784200496021307,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19728,8L19728,4,Gjerøy,3052,-0.0018181871963973383,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19729,8L19729,4,Gjerøy,821,0.004965895466895406,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19813,8L19813,5,Hestmannøy,2211,0.000839248583013278,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19825,8L19825,4,Gjerøy,1876,0.0017253554421223323,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19830,8L19830,5,Hestmannøy,422,0.007335961488302741,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19835,8L19835,5,Hestmannøy,1166,0.0037101648467693297,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19839,8L19839,5,Hestmannøy,2610,-0.0002558595563848211,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19856,8L19856,4,Gjerøy,330,0.008267565924737801,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19858,8L19858,10,Aldra,2898,-0.00119728638628936,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19860,8L19860,10,Aldra,3408,-0.0034754968086506653,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19862,8L19862,6,Indre Kvarøy,2293,0.0006538576080248341,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19877,8L19877,5,Hestmannøy,653,0.005744180240722413,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19899,8L19899,6,Indre Kvarøy,1257,0.0034208403163295993,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19900,8L19900,6,Indre Kvarøy,202,0.010495195387440988,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19912,8L19912,5,Hestmannøy,381,0.00776069970518,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19917,8L19917,5,Hestmannøy,2086,0.0012024734289632101,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19919,8L19919,5,Hestmannøy,67,0.019034723513001863,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19920,8L19920,5,Hestmannøy,678,0.005648953385642955,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19921,8L19921,5,Hestmannøy,106,0.015143241997576738,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19922,8L19922,10,Aldra,3234,-0.00258815113383532,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19928,8L19928,10,Aldra,2970,-0.0014951550772831159,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19926,8L19926,10,Aldra,2852,-0.0010192243695119343,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19930,8L19930,10,Aldra,2099,0.0011523689549633232,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19931,8L19931,10,Aldra,2416,0.00031453926075001226,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19932,8L19932,10,Aldra,1147,0.003771969200297861,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19934,8L19934,5,Hestmannøy,1610,0.002419626842046365,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19936,8L19936,5,Hestmannøy,685,0.005601094235161463,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19937,8L19937,5,Hestmannøy,2150,0.001013331384797275,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19944,8L19944,7,Onøy og Lurøy,1185,0.0036610689130271994,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19951,8L19951,7,Onøy og Lurøy,1793,0.0019579536512293275,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19952,8L19952,7,Onøy og Lurøy,2827,-0.0009341173673114205,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19953,8L19953,7,Onøy og Lurøy,3586,-0.004537451507003847,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19958,8L19958,10,Aldra,1892,0.0016875188522458774,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19960,8L19960,10,Aldra,3564,-0.004351696685798094,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19961,8L19961,10,Aldra,3412,-0.0034877583784422685,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19969,8L19969,5,Hestmannøy,281,0.008840197287936164,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19974,8L19974,5,Hestmannøy,1924,0.0016115947290691766,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19977,8L19977,5,Hestmannøy,1572,0.002573277758408507,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19979,8L19979,5,Hestmannøy,2547,-6.388861398558978e-05,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19986,8L19986,6,Indre Kvarøy,2673,-0.00043450906041112773,1.0
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_uniform,uniform,500,8L19987,8L19987,4,Gjerøy,348,0.008116047421983809,1.0
