trait,target_island,target_island_name,repeat,repeat_seed,method,weight_scheme,n_components,ringnr,ringnumber,source_island,source_island_name,rank,avg_grm,weight
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19505,8L19505,3,Selvær,1122,0.0038641367414841425,1.0512318914592687
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19506,8L19506,3,Selvær,2283,0.0006742417742743255,1.0171036253564822
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19540,8L19540,3,Selvær,225,0.009737206527686155,1.1170903644650325
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19549,8L19549,8,Lovund,2946,-0.0013614658829978594,0.9959053109787045
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19556,8L19556,8,Lovund,1089,0.003943834640501889,1.0520990744159149
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19559,8L19559,8,Lovund,2307,0.000603488944507972,1.0163593453836934
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19568,8L19568,3,Selvær,386,0.007663857796795563,1.0933822448700707
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19569,8L19569,3,Selvær,1432,0.0029295253203451815,1.0411156823130614
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19578,8L19578,8,Lovund,1991,0.0014511024256028588,1.025311696580671
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19595,8L19595,3,Selvær,2278,0.0006805490331382665,1.017170000625479
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19596,8L19596,2,Træna,2759,-0.0007155277041876083,1.002583324455717
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19610,8L19610,9,Sleneset,1715,0.0021967259838949612,1.0332520174129927
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19624,8L19624,9,Sleneset,2914,-0.001232588821337922,0.9972341412625647
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19633,8L19633,2,Træna,3352,-0.003181079009346707,0.9773314707141956
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19656,8L19656,3,Selvær,293,0.00871059174806123,1.105287765417373
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19661,8L19661,2,Træna,760,0.005254200028037176,1.0664600059115987
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19663,8L19663,7,Onøy og Lurøy,900,0.004628754553364134,1.0595811553076353
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19666,8L19666,7,Onøy og Lurøy,1555,0.002609226564861683,1.037671222706541
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19688,8L19688,3,Selvær,1904,0.0016458485597279718,1.0273796875016392
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19693,8L19693,2,Træna,2706,-0.0005516624241900608,1.0042845499847795
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19722,8L19722,6,Indre Kvarøy,1568,0.0025784200496021307,1.0373405339698907
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19728,8L19728,4,Gjerøy,3052,-0.0018181871963973383,0.9912103726504448
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19729,8L19729,4,Gjerøy,821,0.004965895466895406,1.0632836088469821
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19813,8L19813,5,Hestmannøy,2211,0.000839248583013278,1.018841522633115
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19825,8L19825,4,Gjerøy,1876,0.0017253554421223323,1.0282251621765721
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19830,8L19830,5,Hestmannøy,422,0.007335961488302741,1.089679205397402
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19835,8L19835,5,Hestmannøy,1166,0.0037101648467693297,1.0495585661948434
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19839,8L19839,5,Hestmannøy,2610,-0.0002558595563848211,1.0073628445118208
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19856,8L19856,4,Gjerøy,330,0.008267565924737801,1.1002330615866458
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19858,8L19858,10,Aldra,2898,-0.00119728638628936,0.9975984481504232
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19860,8L19860,10,Aldra,3408,-0.0034754968086506653,0.9743589087418382
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19862,8L19862,6,Indre Kvarøy,2293,0.0006538576080248341,1.0168891395171107
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19877,8L19877,5,Hestmannøy,653,0.005744180240722413,1.0718801480162137
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19899,8L19899,6,Indre Kvarøy,1257,0.0034208403163295993,1.0464214663330522
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19900,8L19900,6,Indre Kvarøy,202,0.010495195387440988,1.125885478262837
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19912,8L19912,5,Hestmannøy,381,0.00776069970518,1.0944783171958892
body_mass,0,Nesøy,0,2076391374,bpcrr_weight_exp_beta_1p0,exp_beta_1p0,500,8L19917,8L19917,5,Hestmannøy,2086,0.0012024734289632101,1.022677577007137
